MSTRG.3949.1	jg21123.t1
MSTRG.23775.1	jg9410.t1
MSTRG.2378.1	jg10649.t2
MSTRG.23783.1	jg9412.t1
MSTRG.23785.1	jg9413.t1
MSTRG.23786.1	jg9414.t1
MSTRG.23788.1	jg9417.t1
MSTRG.23793.1	jg9420.t1
MSTRG.23798.1	jg9421.t1
MSTRG.23806.1	jg9425.t2
MSTRG.23810.1	jg9426.t1
MSTRG.2381.1	jg10653.t1
MSTRG.23815.1	jg9427.t1
MSTRG.23816.1	jg9428.t1
MSTRG.23818.1	jg9429.t1
MSTRG.25507.1	jg14411.t1
MSTRG.2382.1	jg10654.t1
MSTRG.23822.1	jg9430.t1
MSTRG.27352.1	jg13911.t1
MSTRG.7105.1	jg12978.t1
MSTRG.23836.1	jg9434.t1
MSTRG.23837.1	jg9435.t1
MSTRG.23838.1	jg9436.t1
MSTRG.23840.1	jg9437.t1
MSTRG.23850.1	jg9442.t1
MSTRG.23852.1	jg9445.t1
MSTRG.23854.1	jg9448.t1
MSTRG.23857.1	jg9449.t1
MSTRG.8262.1	jg18016.t1
MSTRG.23870.1	jg9450.t1
MSTRG.23872.1	jg9451.t2
MSTRG.23874.1	jg9452.t1
MSTRG.23879.1	jg9457.t1
MSTRG.23887.1	jg9458.t1
MSTRG.2389.1	jg10659.t1
MSTRG.23892.1	jg9460.t1
MSTRG.23898.1	jg9461.t1
MSTRG.23900.1	jg9463.t1
MSTRG.23903.1	jg9464.t1
MSTRG.23905.1	jg9465.t1
MSTRG.23909.1	jg9468.t1
MSTRG.23910.1	jg9469.t1
MSTRG.23911.1	jg9470.t1
MSTRG.23912.1	jg9471.t1
MSTRG.23914.1	jg9473.t1
MSTRG.23915.1	jg9475.t1
MSTRG.23919.1	jg9478.t1
MSTRG.23925.1	jg9480.t1
MSTRG.23926.1	jg9482.t1
MSTRG.23927.1	jg9481.t1
MSTRG.23928.1	jg9483.t1
MSTRG.33791.1	jg4360.t1
MSTRG.23932.1	jg9484.t1
MSTRG.23934.1	jg9485.t1
MSTRG.23940.1	jg9488.t1
MSTRG.23944.1	jg9490.t1
MSTRG.23948.1	jg9492.t1
MSTRG.2395.1	jg10660.t1
MSTRG.23953.1	jg9493.t1
MSTRG.23954.1	jg9497.t1
MSTRG.23955.1	jg9498.t1
MSTRG.23957.1	jg9500.t1
MSTRG.34711.1	jg4315.t1
MSTRG.2396.1	jg10661.t1
MSTRG.23971.1	jg9504.t1
MSTRG.23972.1	jg9505.t1
MSTRG.23973.1	jg9506.t1
MSTRG.23975.1	jg9507.t1
MSTRG.23979.1	jg9508.t1
MSTRG.23980.1	jg9509.t1
MSTRG.23981.1	jg9510.t1
MSTRG.23982.1	jg9511.t1
MSTRG.23983.1	jg9512.t1
MSTRG.23986.1	jg9515.t1
MSTRG.23989.1	jg9516.t1
MSTRG.23990.1	jg9517.t1
MSTRG.2399.1	jg10663.t1
MSTRG.23993.1	jg9518.t1
MSTRG.23996.1	jg9519.t1
MSTRG.23997.1	jg9520.t1
MSTRG.23998.1	jg9522.t1
MSTRG.23999.1	jg9523.t1
MSTRG.24004.1	jg9525.t1
MSTRG.24005.1	jg9526.t1
MSTRG.24006.1	jg9527.t1
MSTRG.24007.1	jg9528.t1
MSTRG.24009.1	jg9530.t1
MSTRG.24010.1	jg9532.t1
MSTRG.24011.1	jg9534.t1
MSTRG.24013.1	jg9535.t1
MSTRG.24015.1	jg9539.t1
MSTRG.8966.1	jg5897.t1
MSTRG.24025.1	jg9546.t1
MSTRG.24026.1	jg9547.t1
MSTRG.24031.1	jg9551.t1
MSTRG.24038.1	jg9554.t1
MSTRG.2404.1	jg10672.t1
MSTRG.24044.1	jg9557.t1
MSTRG.24046.1	jg9558.t2
MSTRG.24047.1	jg9559.t1
MSTRG.24048.1	jg9560.t1
MSTRG.24050.1	jg9561.t1
MSTRG.24053.1	jg9562.t1
MSTRG.24057.1	jg9563.t1
MSTRG.24059.1	jg9564.t1
MSTRG.24064.1	jg9565.t1
MSTRG.24065.1	jg9566.t1
MSTRG.24067.1	jg9567.t1
MSTRG.24073.1	jg9569.t1
MSTRG.24076.1	jg9570.t2
MSTRG.24079.1	jg9572.t1
MSTRG.24080.1	jg9573.t1
MSTRG.24081.1	jg9574.t1
MSTRG.2408.1	jg10674.t1
MSTRG.24082.1	jg9575.t1
MSTRG.28768.1	jg9577.t1
MSTRG.24087.1	jg9578.t1
MSTRG.24088.1	jg9579.t1
MSTRG.24092.1	jg9580.t1
MSTRG.24094.1	jg9581.t1
MSTRG.24095.1	jg9583.t1
MSTRG.24096.1	jg9586.t1
MSTRG.24097.1	jg9593.t1
MSTRG.24098.1	jg9594.t1
MSTRG.24100.1	jg9595.t1
MSTRG.24107.1	jg18662.t1
MSTRG.24110.1	jg9598.t1
MSTRG.2572.1	jg10751.t2
MSTRG.24112.1	jg9597.t1
MSTRG.24115.1	jg9599.t1
MSTRG.24120.1	jg9601.t1
MSTRG.2577.1	jg10753.t1
MSTRG.24123.1	jg9602.t2
MSTRG.24124.1	jg9603.t1
MSTRG.24126.1	jg9605.t1
MSTRG.24129.1	jg9606.t1
MSTRG.24132.1	jg9608.t1
MSTRG.24133.1	jg9609.t1
MSTRG.24.1	jg14894.t1
MSTRG.6880.1	jg12859.t1
MSTRG.3721.1	jg7799.t1
MSTRG.24137.1	jg9612.t1
MSTRG.24142.1	jg9616.t1
MSTRG.24150.1	jg9621.t1
MSTRG.24155.1	jg9623.t1
MSTRG.24156.1	jg9624.t1
MSTRG.24158.1	jg21271.t2
MSTRG.24162.1	jg9629.t1
MSTRG.24165.1	jg9630.t1
MSTRG.24167.1	jg9635.t1
MSTRG.7262.1	m1-g17144.t1
MSTRG.24173.1	jg9636.t1
MSTRG.24176.1	jg9637.t1
MSTRG.24178.1	jg9638.t1
MSTRG.24179.1	jg9639.t1
MSTRG.24180.1	jg9640.t1
MSTRG.24181.1	jg9641.t1
MSTRG.2418.1	jg10681.t1
MSTRG.24182.1	jg9648.t1
MSTRG.2419.1	jg10682.t1
MSTRG.27759.1	jg17158.t1
MSTRG.24213.1	jg9653.t1
MSTRG.24215.1	jg9655.t1
MSTRG.24219.1	jg9657.t1
MSTRG.24222.1	jg9658.t1
MSTRG.28648.1	jg4232.t3
MSTRG.24224.1	jg9660.t1
MSTRG.24225.1	jg9661.t1
MSTRG.24226.1	jg9662.t1
MSTRG.24227.1	jg9663.t1
MSTRG.24230.1	jg9664.t1
MSTRG.24233.1	jg9666.t1
MSTRG.24234.1	jg9667.t1
MSTRG.24235.1	jg9668.t1
MSTRG.24236.1	jg9669.t1
MSTRG.24241.1	jg9670.t1
MSTRG.24243.1	jg9671.t1
MSTRG.24248.1	jg18536.t1
MSTRG.24253.1	jg9673.t1
MSTRG.24255.1	jg9674.t1
MSTRG.24256.1	jg9675.t1
MSTRG.3407.1	jg12213.t1
MSTRG.24258.1	jg15810.t1
MSTRG.24260.1	jg9679.t1
MSTRG.24266.1	jg9681.t1
MSTRG.24269.1	jg9682.t1
MSTRG.24272.1	jg9684.t1
MSTRG.24276.1	jg9685.t1
MSTRG.2428.1	jg10683.t1
MSTRG.24282.1	jg9686.t1
MSTRG.2429.1	jg10684.t1
MSTRG.35929.1	jg3982.t1
MSTRG.31228.1	jg9989.t1
MSTRG.8619.1	jg18222.t3
MSTRG.24304.1	jg9695.t1
MSTRG.24305.1	jg9694.t1
MSTRG.24308.1	jg9696.t1
MSTRG.24309.1	jg9697.t1
MSTRG.24311.1	jg9699.t1
MSTRG.2431.1	jg10686.t1
MSTRG.29908.1	jg15712.t1
MSTRG.9774.1	jg6393.t1
MSTRG.24324.1	jg9701.t1
MSTRG.24325.1	jg9702.t1
MSTRG.24329.1	jg9704.t1
MSTRG.24338.1	jg9710.t1
MSTRG.24343.1	jg9711.t1
MSTRG.24346.1	jg9712.t1
MSTRG.30717.1	jg19896.t1
MSTRG.24348.1	jg9713.t1
MSTRG.24364.1	jg9719.t1
MSTRG.24365.1	jg9720.t1
MSTRG.24366.1	jg9721.t1
MSTRG.24385.1	jg9723.t1
MSTRG.24398.1	jg9728.t1
MSTRG.24402.1	jg9729.t1
MSTRG.24410.1	jg9730.t1
MSTRG.24411.1	jg9731.t1
MSTRG.24412.1	jg9733.t1
MSTRG.24415.1	jg9735.t1
MSTRG.24416.1	jg9736.t1
MSTRG.34525.1	jg9737.t1
MSTRG.5255.1	jg3481.t1
MSTRG.24422.1	jg9742.t1
MSTRG.24426.1	jg9743.t1
MSTRG.24429.1	jg9744.t1
MSTRG.24430.1	jg9745.t1
MSTRG.27004.1	jg13711.t1
MSTRG.24433.1	jg9746.t1
MSTRG.24434.1	jg9747.t1
MSTRG.24442.1	jg9748.t1
MSTRG.24444.1	jg9750.t1
MSTRG.24446.1	jg9751.t1
MSTRG.24451.1	jg9754.t1
MSTRG.2445.1	jg10688.t1
MSTRG.24461.1	jg9757.t1
MSTRG.2446.1	jg10689.t1
MSTRG.8184.1	jg17967.t1
MSTRG.26444.1	jg13407.t2
MSTRG.2447.1	jg10692.t1
MSTRG.24472.1	jg9762.t1
MSTRG.24473.1	jg9763.t1
MSTRG.24474.1	jg9764.t1
MSTRG.24483.1	jg9769.t1
MSTRG.24489.1	jg9773.t1
MSTRG.24490.1	jg9777.t1
MSTRG.24495.1	jg9785.t1
MSTRG.24498.1	jg9787.t1
MSTRG.24500.1	jg9788.t1
MSTRG.24506.1	jg9789.t1
MSTRG.24508.1	jg9790.t1
MSTRG.24510.1	jg9791.t1
MSTRG.2451.1	jg10693.t1
MSTRG.24520.1	jg9793.t1
MSTRG.24525.1	jg9794.t1
MSTRG.24526.1	jg9795.t1
MSTRG.24527.1	jg9796.t1
MSTRG.24536.1	jg9798.t1
MSTRG.24538.1	jg9801.t1
MSTRG.24540.1	jg9802.t1
MSTRG.24543.1	jg9804.t1
MSTRG.36373.1	jg21386.t1
MSTRG.24548.1	jg9807.t1
MSTRG.24549.1	jg9808.t1
MSTRG.24562.1	jg9811.t1
MSTRG.28601.1	jg19170.t1
MSTRG.24565.1	jg9813.t1
MSTRG.24567.1	jg9814.t1
MSTRG.6766.1	jg12791.t1
MSTRG.24574.1	jg9825.t1
MSTRG.24576.1	jg9826.t1
MSTRG.24581.1	jg9828.t1
MSTRG.2458.1	jg10694.t2
MSTRG.24586.1	jg9832.t1
MSTRG.24588.1	jg9833.t1
MSTRG.24590.1	jg9834.t1
MSTRG.24607.1	jg9843.t1
MSTRG.24596.1	jg9836.t1
MSTRG.24599.1	jg9837.t1
MSTRG.24601.1	jg9838.t1
MSTRG.2460.1	jg10695.t1
MSTRG.24603.1	jg9840.t1
MSTRG.35351.1	jg15617.t1
MSTRG.24611.1	jg9845.t1
MSTRG.2462.1	jg10696.t1
MSTRG.24623.1	jg9846.t1
MSTRG.24626.1	jg9847.t1
MSTRG.24627.1	jg9848.t2
MSTRG.24628.1	jg9849.t1
MSTRG.24634.1	jg9850.t1
MSTRG.24635.1	jg9851.t1
MSTRG.24636.1	jg9852.t1
MSTRG.24638.1	jg9853.t1
MSTRG.24641.1	jg9855.t1
MSTRG.2464.1	jg10698.t1
MSTRG.24642.1	jg9857.t1
MSTRG.5264.1	jg3489.t2
MSTRG.24651.1	jg9866.t1
MSTRG.24656.1	jg9867.t1
MSTRG.24667.1	jg9872.t1
MSTRG.24670.1	jg9874.t1
MSTRG.24671.1	jg9876.t1
MSTRG.24675.1	jg9877.t1
MSTRG.8982.1	jg5908.t1
MSTRG.24685.1	jg9880.t1
MSTRG.24687.1	jg9881.t1
MSTRG.24691.1	jg9882.t1
MSTRG.24693.1	jg9885.t1
MSTRG.24694.1	jg9887.t1
MSTRG.24696.1	jg9890.t1
MSTRG.24709.1	jg9898.t1
MSTRG.24711.1	jg9899.t1
MSTRG.24712.1	jg9900.t1
MSTRG.24714.1	jg9902.t1
MSTRG.24715.1	jg9903.t1
MSTRG.24719.1	jg9904.t1
MSTRG.24720.1	jg9905.t1
MSTRG.24721.1	jg9906.t1
MSTRG.24723.1	jg9907.t1
MSTRG.32852.1	jg95.t1
MSTRG.24737.1	jg9917.t1
MSTRG.25593.1	jg14464.t1
MSTRG.24740.1	jg9919.t1
MSTRG.24744.1	jg9920.t1
MSTRG.24749.1	jg9921.t1
MSTRG.24751.1	jg9922.t1
MSTRG.24755.1	jg9923.t1
MSTRG.24759.1	jg9929.t1
MSTRG.24760.1	jg9930.t1
MSTRG.24770.1	jg9933.t1
MSTRG.24773.1	jg9936.t1
MSTRG.24774.1	jg9937.t1
MSTRG.24776.1	jg9939.t1
MSTRG.29301.1	jg4698.t1
MSTRG.24786.1	jg9942.t1
MSTRG.34623.1	jg4457.t1
MSTRG.28772.1	jg9946.t1
MSTRG.3064.1	jg12044.t1
MSTRG.33780.1	jg19880.t1
MSTRG.24798.1	jg9948.t1
MSTRG.24799.1	jg9949.t2
MSTRG.24800.1	jg9950.t1
MSTRG.24801.1	jg9952.t1
MSTRG.24803.1	jg9953.t1
MSTRG.24806.1	jg9954.t1
MSTRG.24813.1	jg9958.t1
MSTRG.24816.1	jg9960.t1
MSTRG.24817.1	jg9962.t1
MSTRG.2482.1	jg10704.t1
MSTRG.24826.1	jg9964.t1
MSTRG.24839.1	jg9967.t1
MSTRG.5786.1	jg20859.t1
MSTRG.2484.1	jg10705.t1
MSTRG.24843.1	jg9968.t1
MSTRG.24845.1	jg9969.t1
MSTRG.24850.1	jg9970.t1
MSTRG.2485.1	jg10707.t1
MSTRG.24852.1	jg9974.t1
MSTRG.2486.1	jg10708.t1
MSTRG.24867.1	jg9977.t1
MSTRG.24869.1	jg9978.t1
MSTRG.24870.1	jg9979.t1
MSTRG.24877.1	jg9983.t1
MSTRG.26490.1	jg13430.t2
MSTRG.2488.1	jg11114.t1
MSTRG.24883.1	jg14026.t1
MSTRG.24884.1	jg14027.t1
MSTRG.24890.1	jg14028.t1
MSTRG.24893.1	jg14029.t1
MSTRG.24895.1	jg14031.t1
MSTRG.24904.1	jg12784.t1
MSTRG.24905.1	jg12785.t1
MSTRG.24908.1	jg14063.t1
MSTRG.24910.1	jg14066.t1
MSTRG.24914.1	jg14068.t1
MSTRG.24915.1	jg14069.t1
MSTRG.2801.1	jg10876.t1
MSTRG.24932.1	jg14074.t1
MSTRG.33854.1	jg459.t1
MSTRG.24939.1	jg14077.t1
MSTRG.24950.1	jg14081.t1
MSTRG.2495.1	jg10713.t1
MSTRG.24956.1	jg14088.t1
MSTRG.24958.1	jg14091.t1
MSTRG.24959.1	jg14093.t1
MSTRG.24965.1	jg14098.t1
MSTRG.24967.1	jg14099.t2
MSTRG.24969.1	jg14103.t1
MSTRG.2497.1	jg10716.t2
MSTRG.24971.1	jg14104.t2
MSTRG.24972.1	jg14105.t1
MSTRG.24973.1	jg14107.t1
MSTRG.24984.1	jg14108.t1
MSTRG.34566.1	jg2708.t1
MSTRG.24987.1	jg14109.t1
MSTRG.32379.1	jg16776.t1
MSTRG.24991.1	jg14113.t1
MSTRG.34386.1	jg19098.t1
MSTRG.24997.1	jg14115.t2
MSTRG.24999.1	jg11578.t1
MSTRG.25001.1	jg14117.t1
MSTRG.25002.1	jg14118.t1
MSTRG.25006.1	jg14119.t1
MSTRG.25007.1	jg14120.t1
MSTRG.25008.1	jg14121.t1
MSTRG.2501.1	jg10717.t1
MSTRG.7250.1	jg13091.t2
MSTRG.25017.1	jg14128.t1
MSTRG.25021.1	jg14131.t1
MSTRG.2502.1	jg10718.t1
MSTRG.25023.1	jg14134.t1
MSTRG.25024.1	jg14135.t1
MSTRG.25028.1	jg14136.t1
MSTRG.25031.1	jg14171.t1
MSTRG.25032.1	jg14144.t1
MSTRG.25034.1	jg14146.t1
MSTRG.25035.1	jg14147.t1
MSTRG.25036.1	jg14148.t1
MSTRG.25037.1	jg14149.t1
MSTRG.25038.1	jg14150.t1
MSTRG.25044.1	jg14151.t2
MSTRG.25047.1	jg14153.t1
MSTRG.25049.1	jg14155.t1
MSTRG.25051.1	jg14157.t1
MSTRG.25053.1	jg14158.t1
MSTRG.8983.1	jg5913.t1
MSTRG.25061.1	jg14167.t1
MSTRG.25062.1	jg14173.t1
MSTRG.25063.1	jg14174.t1
MSTRG.25064.1	jg14176.t1
MSTRG.25067.1	jg14177.t1
MSTRG.25069.1	jg14180.t1
MSTRG.25070.1	jg198.t1
MSTRG.25081.1	jg14183.t1
MSTRG.25082.1	jg14184.t1
MSTRG.28726.1	jg20480.t1
MSTRG.25093.1	jg14191.t1
MSTRG.30809.1	jg15502.t1
MSTRG.25106.1	jg14197.t2
MSTRG.29987.1	jg535.t1
MSTRG.25140.1	jg14215.t1
MSTRG.25114.1	jg14201.t1
MSTRG.25115.1	jg14202.t1
MSTRG.25117.1	jg14203.t1
MSTRG.25120.1	jg14204.t1
MSTRG.25122.1	jg14205.t1
MSTRG.25126.1	jg14208.t1
MSTRG.25127.1	jg14209.t1
MSTRG.30585.1	jg14210.t1
MSTRG.2513.1	jg10719.t1
MSTRG.25134.1	jg14212.t1
MSTRG.28520.1	jg17598.t1
MSTRG.2514.1	jg10720.t1
MSTRG.25142.1	jg14217.t1
MSTRG.25145.1	jg14220.t1
MSTRG.25149.1	jg14219.t1
MSTRG.25153.1	jg14222.t1
MSTRG.25156.1	jg14224.t1
MSTRG.25157.1	jg14225.t1
MSTRG.25159.1	jg14226.t1
MSTRG.25161.1	jg14227.t1
MSTRG.2516.1	jg10721.t1
MSTRG.25165.1	jg14230.t1
MSTRG.25167.1	jg14232.t1
MSTRG.25170.1	jg14234.t1
MSTRG.29940.1	jg18984.t1
MSTRG.25230.1	jg14263.t1
MSTRG.25185.1	jg14238.t1
MSTRG.25328.1	jg14311.t1
MSTRG.2519.1	jg10722.t1
MSTRG.25191.1	jg14240.t1
MSTRG.25194.1	jg14246.t2
MSTRG.25195.1	jg14247.t1
MSTRG.25197.1	jg14248.t1
MSTRG.25199.1	jg14249.t1
MSTRG.25200.1	jg14251.t1
MSTRG.2521.1	jg10723.t2
MSTRG.25203.1	jg14252.t1
MSTRG.25204.1	jg14253.t1
MSTRG.25210.1	jg14255.t1
MSTRG.252.1	jg15025.t1
MSTRG.2522.1	jg10725.t1
MSTRG.25225.1	jg14261.t1
MSTRG.25228.1	jg14262.t1
MSTRG.25232.1	jg14264.t1
MSTRG.6659.1	jg12731.t1
MSTRG.25236.1	jg14266.t1
MSTRG.8464.1	jg18123.t1
MSTRG.25239.1	jg14273.t1
MSTRG.25242.1	jg14275.t1
MSTRG.25243.1	jg14274.t1
MSTRG.25246.1	jg14277.t1
MSTRG.3186.1	jg12119.t1
MSTRG.25257.1	jg14279.t1
MSTRG.31481.1	jg16772.t1
MSTRG.25268.1	jg14283.t1
MSTRG.25269.1	jg14284.t1
MSTRG.25270.1	jg14285.t1
MSTRG.25273.1	jg14286.t1
MSTRG.25275.1	jg14287.t1
MSTRG.25282.1	jg14288.t1
MSTRG.25289.1	jg14289.t1
MSTRG.25291.1	jg14291.t1
MSTRG.25294.1	jg14292.t1
MSTRG.25296.1	jg14294.t1
MSTRG.25297.1	jg14295.t1
MSTRG.25299.1	jg14297.t1
MSTRG.25304.1	jg14298.t1
MSTRG.25306.1	jg14300.t1
MSTRG.25311.1	jg14302.t1
MSTRG.25312.1	jg14303.t1
MSTRG.25319.1	jg14309.t1
MSTRG.25320.1	jg14310.t1
MSTRG.25329.1	jg14312.t1
MSTRG.25330.1	jg14314.t1
MSTRG.36353.1	jg4203.t1
MSTRG.25333.1	jg14316.t1
MSTRG.25334.1	jg14317.t2
MSTRG.25337.1	jg14319.t1
MSTRG.25343.1	jg14320.t1
MSTRG.25344.1	jg14321.t1
MSTRG.25352.1	jg14325.t1
MSTRG.25354.1	jg14326.t1
MSTRG.25355.1	jg14327.t1
MSTRG.25357.1	jg14328.t1
MSTRG.25361.1	jg14330.t1
MSTRG.2536.1	jg10729.t1
MSTRG.25363.1	jg14331.t1
MSTRG.25369.1	jg14333.t1
MSTRG.25370.1	jg14336.t1
MSTRG.25947.1	jg14683.t1
MSTRG.2537.1	jg10730.t1
MSTRG.25374.1	jg14339.t1
MSTRG.25380.1	jg14340.t1
MSTRG.2538.1	jg10732.t1
MSTRG.25382.1	jg14342.t1
MSTRG.25384.1	jg14345.t1
MSTRG.25385.1	jg14346.t1
MSTRG.25390.1	jg14355.t1
MSTRG.25402.1	jg14364.t1
MSTRG.2539.1	jg10733.t1
MSTRG.25394.1	jg14358.t1
MSTRG.25395.1	jg14359.t1
MSTRG.25396.1	jg14361.t2
MSTRG.25400.1	jg14363.t1
MSTRG.25403.1	jg14365.t1
MSTRG.9655.1	jg6318.t1
MSTRG.25407.1	jg14367.t1
MSTRG.25412.1	jg14368.t1
MSTRG.25420.1	jg14369.t1
MSTRG.25434.1	jg14375.t1
MSTRG.25435.1	jg14376.t1
MSTRG.25437.1	jg14379.t1
MSTRG.25439.1	jg14383.t1
MSTRG.25440.1	jg14385.t1
MSTRG.25443.1	jg14386.t1
MSTRG.25448.1	jg14387.t1
MSTRG.25449.1	jg14388.t1
MSTRG.2545.1	jg10735.t1
MSTRG.25455.1	jg14394.t1
MSTRG.25456.1	jg14396.t1
MSTRG.25457.1	jg14395.t1
MSTRG.25804.1	jg14602.t1
MSTRG.25471.1	jg14397.t1
MSTRG.2561.1	jg10746.t1
MSTRG.25475.1	jg14304.t1
MSTRG.25481.1	jg14401.t1
MSTRG.2548.1	jg10737.t1
MSTRG.25483.1	jg14402.t1
MSTRG.25486.1	jg14403.t1
MSTRG.25902.1	jg14664.t2
MSTRG.25493.1	jg14406.t2
MSTRG.2549.1	jg10738.t1
MSTRG.2550.1	jg10739.t1
MSTRG.25503.1	jg14409.t1
MSTRG.25504.1	jg14410.t1
MSTRG.25508.1	jg14412.t1
MSTRG.25511.1	jg14413.t1
MSTRG.25512.1	jg12070.t1
MSTRG.25513.1	jg14415.t1
MSTRG.25514.1	jg14416.t1
MSTRG.25517.1	jg14419.t1
MSTRG.255.1	jg15029.t1
MSTRG.25520.1	jg14422.t1
MSTRG.4185.1	jg12670.t2
MSTRG.25531.1	jg14424.t1
MSTRG.25533.1	jg14426.t1
MSTRG.25534.1	jg14425.t1
MSTRG.25536.1	jg14427.t1
MSTRG.25542.1	jg14429.t1
MSTRG.25543.1	jg14430.t1
MSTRG.25544.1	jg14431.t1
MSTRG.25545.1	jg14432.t1
MSTRG.25548.1	jg14437.t1
MSTRG.25554.1	jg14440.t1
MSTRG.25558.1	jg14441.t1
MSTRG.25560.1	jg14442.t1
MSTRG.25561.1	jg14444.t1
MSTRG.25562.1	jg14445.t1
MSTRG.27419.1	jg13946.t1
MSTRG.25565.1	jg14449.t1
MSTRG.25566.1	jg14450.t2
MSTRG.29956.1	jg14457.t1
MSTRG.25580.1	jg14458.t1
MSTRG.25581.1	jg14459.t1
MSTRG.4290.1	jg2948.t1
MSTRG.25584.1	jg14461.t1
MSTRG.25589.1	jg14462.t1
MSTRG.2559.1	jg10744.t1
MSTRG.25597.1	jg14466.t1
MSTRG.25598.1	jg14467.t2
MSTRG.2560.1	jg10745.t1
MSTRG.25611.1	jg14468.t1
MSTRG.25615.1	jg14474.t1
MSTRG.25620.1	jg14476.t1
MSTRG.25621.1	jg14477.t1
MSTRG.25623.1	jg14478.t1
MSTRG.25625.1	jg14479.t1
MSTRG.25626.1	jg14482.t1
MSTRG.25627.1	jg14481.t1
MSTRG.25629.1	jg14483.t1
MSTRG.25630.1	jg14487.t1
MSTRG.2563.1	jg10747.t1
MSTRG.25635.1	jg14491.t1
MSTRG.25636.1	jg14492.t1
MSTRG.25637.1	jg14494.t1
MSTRG.25638.1	jg14632.t1
MSTRG.25639.1	jg14495.t1
MSTRG.25644.1	jg14498.t1
MSTRG.25645.1	jg14500.t1
MSTRG.25649.1	jg14502.t1
MSTRG.2565.1	jg10748.t1
MSTRG.2566.1	jg10749.t1
MSTRG.25673.1	jg14513.t1
MSTRG.25674.1	jg14514.t1
MSTRG.25677.1	jg14515.t1
MSTRG.25679.1	jg14516.t1
MSTRG.25681.1	jg14517.t1
MSTRG.25682.1	jg14519.t1
MSTRG.25684.1	jg14520.t1
MSTRG.25685.1	jg14521.t1
MSTRG.25686.1	jg14522.t1
MSTRG.25689.1	jg14527.t1
MSTRG.25694.1	jg14528.t1
MSTRG.25695.1	jg14529.t1
MSTRG.25697.1	jg14531.t1
MSTRG.25698.1	jg14532.t1
MSTRG.25699.1	jg14533.t1
MSTRG.25700.1	jg14535.t2
MSTRG.2570.1	jg10750.t1
MSTRG.4700.1	jg3187.t1
MSTRG.25705.1	jg14537.t1
MSTRG.25706.1	jg14538.t1
MSTRG.25707.1	jg14539.t1
MSTRG.25708.1	jg14540.t1
MSTRG.25709.1	jg14541.t1
MSTRG.25710.1	jg14543.t1
MSTRG.25713.1	jg14545.t1
MSTRG.4403.1	jg3043.t1
MSTRG.25722.1	jg14548.t1
MSTRG.25724.1	jg14549.t1
MSTRG.25725.1	jg14550.t1
MSTRG.25726.1	jg14551.t1
MSTRG.25728.1	jg14553.t1
MSTRG.25729.1	jg14554.t1
MSTRG.25731.1	jg14556.t1
MSTRG.25738.1	jg14557.t1
MSTRG.25739.1	jg14558.t1
MSTRG.25741.1	jg14559.t1
MSTRG.25742.1	jg14560.t1
MSTRG.25743.1	jg14561.t1
MSTRG.25746.1	jg14562.t1
MSTRG.25753.1	jg14566.t1
MSTRG.25754.1	jg14567.t1
MSTRG.25755.1	jg14568.t1
MSTRG.25765.1	jg14573.t1
MSTRG.25766.1	jg14575.t1
MSTRG.25770.1	jg14579.t1
MSTRG.25773.1	jg14580.t1
MSTRG.25775.1	jg14582.t1
MSTRG.25776.1	jg14583.t1
MSTRG.25778.1	jg14584.t1
MSTRG.25779.1	jg14585.t1
MSTRG.25781.1	jg14586.t1
MSTRG.25783.1	jg14588.t1
MSTRG.25785.1	jg14589.t1
MSTRG.25787.1	jg14591.t1
MSTRG.25788.1	jg14592.t1
MSTRG.25790.1	jg14593.t1
MSTRG.25791.1	jg14594.t1
MSTRG.25794.1	jg14595.t1
MSTRG.25795.1	jg14596.t1
MSTRG.25797.1	jg14597.t1
MSTRG.25798.1	jg14598.t1
MSTRG.25801.1	jg14600.t1
MSTRG.25803.1	jg14601.t1
MSTRG.32786.1	jg11909.t4
MSTRG.25810.1	jg14603.t1
MSTRG.25811.1	jg14605.t1
MSTRG.25813.1	jg14606.t1
MSTRG.25814.1	jg14607.t1
MSTRG.25815.1	jg2846.t1
MSTRG.25817.1	jg14610.t1
MSTRG.25823.1	jg14611.t2
MSTRG.25830.1	jg14612.t1
MSTRG.25831.1	jg14613.t1
MSTRG.25833.1	jg14614.t1
MSTRG.25836.1	jg14616.t1
MSTRG.25839.1	jg14617.t1
MSTRG.25843.1	jg14625.t1
MSTRG.25850.1	jg14630.t1
MSTRG.25855.1	jg14631.t1
MSTRG.25858.1	jg14635.t1
MSTRG.25859.1	jg14637.t1
MSTRG.2586.1	jg10756.t1
MSTRG.25866.1	jg14638.t1
MSTRG.25869.1	jg14640.t1
MSTRG.25870.1	jg14641.t1
MSTRG.2587.1	jg10757.t1
MSTRG.25872.1	jg14642.t1
MSTRG.25874.1	jg14643.t1
MSTRG.25875.1	jg14644.t1
MSTRG.25876.1	jg14645.t1
MSTRG.25877.1	jg14648.t1
MSTRG.25878.1	jg14649.t1
MSTRG.25881.1	jg14650.t1
MSTRG.2588.1	jg10758.t1
MSTRG.25882.1	jg14652.t1
MSTRG.25887.1	jg14653.t1
MSTRG.25888.1	jg14654.t1
MSTRG.25893.1	jg14659.t1
MSTRG.25894.1	jg14658.t1
MSTRG.25895.1	jg14660.t1
MSTRG.25896.1	jg14661.t1
MSTRG.25897.1	jg14662.t1
MSTRG.2590.1	jg10760.t1
MSTRG.25906.1	jg14667.t1
